id,current_rating,potential_rating,height,weight,preferred_foot,skill_moves,value,wage,ball_control,strength,long_shots_level
251541,57,69,187,82,Right,2,325,3.3,41,72,Fair
236885,62,73,188,79,Right,2,800,1.3,59,79,Good
192020,66,66,176,63,Right,3,675,6.2,67,57,Good
237797,68,68,171,66,Right,2,525,2.3,69,58,Good
176237,74,74,183,79,Right,3,3.700.000,7.8,71,91,Good
203362,75,76,178,70,Right,4,6.000.000,40,78,64,Excellent
258330,59,76,178,64,Right,2,500,1.3,69,43,Good
225600,61,63,177,70,Left,2,325,3,62,64,Good
251812,64,73,185,79,Left,2,1.200.000,1.4,64,67,Fair
188587,67,67,176,75,Right,2,775,3.3,61,61,Good
206160,73,74,170,62,Left,4,3.200.000,14,74,45,Excellent
246284,68,77,175,71,Right,3,2.300.000,2.7,66,59,Fair
244743,63,70,170,61,Right,2,875,4,64,44,Good
258760,47,67,175,65,Right,2,120,1.3,48,47,Fair
257495,54,73,172,64,Right,2,250,1.3,55,37,Fair
193631,68,68,183,75,Right,2,750,8.5,66,69,Good
206530,65,69,184,77,Left,2,800,1.3,58,77,Good
199729,74,74,177,73,Right,4,3.700.000,7.2,75,70,Excellent
258275,57,70,179,70,Right,2,325,1.3,64,62,Good
243593,65,76,171,59,Right,3,1.400.000,4.9,71,32,Good
244256,60,73,189,76,Right,1,475,1.3,13,54,Fair
231356,68,74,186,80,Right,3,1.600.000,1.6,68,70,Fair
257180,61,78,175,70,Right,2,775,1.7,65,47,Good
252382,60,72,176,76,Right,2,550,1.3,60,68,Good
234154,63,72,170,79,Right,3,1.000.000,4.4,61,60,Good
236169,66,66,181,71,Right,3,875,4.1,65,67,Excellent
246791,73,86,170,67,Right,3,6.500.000,9.4,74,44,Good
247883,65,65,180,68,Right,2,,,40,64,Fair
208892,73,74,183,72,Right,3,3.000.000,8.5,72,69,Good
209780,73,78,180,67,Right,4,4.200.000,17,77,57,Excellent
258625,57,68,185,78,Right,2,300,1.3,28,70,Fair
218191,73,76,185,85,Right,2,,,52,80,Fair
199683,70,70,173,74,Right,3,1.300.000,14,68,64,Good
215259,77,77,180,70,Left,4,10.000.000,19.5,77,58,Excellent
198991,76,76,175,71,Right,3,,,72,60,Excellent
198138,71,71,180,77,Right,3,1.300.000,9.9,73,83,Excellent
223691,67,67,170,73,Right,3,325,4.8,65,81,Good
238177,61,71,178,68,Right,2,650,1.3,61,66,Good
245447,56,61,187,84,Right,1,150,1.3,23,58,Fair
186126,64,64,175,60,Right,2,425,1.8,65,54,Good
205609,65,65,179,73,Right,2,550,2.8,64,69,Good
253069,58,58,183,68,Right,1,100,1.7,12,57,Fair
251054,63,74,180,77,Left,2,1.000.000,1.4,64,72,Good
253593,65,65,180,81,Right,2,210,3.6,60,77,Good
234857,73,83,175,74,Left,3,6.500.000,9.4,76,61,Excellent
237778,65,73,188,78,Right,1,1.300.000,1.3,12,42,Fair
232080,74,80,175,70,Left,4,6.000.000,65,76,64,Good
242678,64,73,170,71,Right,3,1.200.000,3.1,65,56,Fair
179984,67,67,193,80,Right,2,625,3.7,57,86,Fair
247180,68,79,183,77,Left,3,2.300.000,4,65,76,Fair
245017,65,72,185,74,Left,2,1.200.000,3.3,61,74,Fair
238527,59,70,172,59,Right,2,450,1.3,61,36,Good
224504,67,72,171,65,Left,3,1.300.000,4.9,70,67,Good
226539,73,76,180,70,Left,4,3.600.000,6.6,78,57,Good
192165,70,70,174,75,Right,4,675,3.7,72,68,Excellent
237328,61,74,171,70,Right,3,725,6,59,49,Good
219780,65,68,174,69,Right,2,825,2.5,68,62,Good
235315,69,77,175,64,Left,3,2.800.000,4.1,69,68,Good
229336,68,77,188,84,Right,3,2.400.000,9.4,69,75,Good
222829,63,71,188,83,Right,1,825,2.2,21,57,Fair
216475,79,79,180,70,Right,4,12.500.000,29,83,67,Excellent
220814,82,87,182,76,Left,2,37.500.000,65,79,77,Good
183774,72,72,188,78,Right,2,1.700.000,16.5,48,77,Fair
237447,71,73,193,89,Right,2,1.800.000,8.5,55,90,Fair
230382,70,70,182,84,Right,2,1.300.000,6.8,59,81,Good
200734,63,63,195,84,Right,1,220,2.5,27,64,Fair
251691,76,76,182,78,Left,3,,,85,58,Excellent
223054,71,71,174,75,Right,3,1.600.000,5.4,69,63,Good
208304,63,64,170,63,Right,3,500,1.3,66,57,Good
242547,64,67,185,76,Left,2,675,2.9,60,70,Good
214327,71,71,160,61,Right,4,1.400.000,9.9,70,29,Good
253356,63,63,172,70,Right,3,425,3.3,57,52,Good
190637,63,63,194,86,Left,2,275,1.7,49,90,Good
233957,67,78,185,65,Left,2,2.000.000,16.5,67,61,Good
232645,66,76,184,80,Right,1,1.400.000,2.5,10,53,Fair
195065,68,68,184,64,Left,3,1.100.000,5.8,73,68,Excellent
209846,78,78,185,87,Left,3,12.000.000,22.5,68,82,Good
214777,70,70,182,80,Right,3,1.400.000,9.9,72,76,Good
242117,63,72,165,61,Right,3,1.000.000,5.8,62,54,Good
223404,61,61,191,80,Right,2,300,2.3,60,75,Good
198657,78,79,170,70,Right,3,13.500.000,11,75,77,Good
211575,79,80,188,84,Right,4,18.500.000,75,82,79,Excellent
247315,69,69,172,69,Right,3,1.300.000,2.5,65,64,Good
219145,75,77,193,83,Right,2,5.500.000,34,59,91,Fair
231593,53,53,176,75,Left,2,60,1.3,54,63,Fair
188207,58,58,174,74,Left,3,60,1.6,62,44,Good
255778,55,71,180,75,Left,2,300,1.3,57,53,Good
248849,52,65,188,75,Right,2,160,1.3,46,72,Fair
222645,67,70,175,71,Right,3,1.100.000,4,66,62,Good
223957,66,69,191,91,Right,1,775,2.2,20,70,Fair
246154,57,75,176,61,Left,2,375,6.4,57,41,Good
241691,53,65,186,78,Right,2,200,1.7,32,71,Fair
199416,79,79,177,72,Right,4,15.500.000,28,80,69,Excellent
211826,72,72,187,86,Left,2,1.700.000,15.5,67,80,Good
235883,75,86,178,71,Left,4,11.000.000,45,76,56,Good
252547,55,70,175,67,Left,2,250,1.3,44,56,Fair
233054,61,61,184,79,Right,2,250,1.9,52,73,Good
228618,83,88,180,73,Left,4,44.500.000,145,78,79,Good
189945,70,70,177,72,Right,3,1.300.000,4,70,63,Good
188657,69,71,191,85,Right,1,1.100.000,9.4,23,64,Fair
53756,61,61,191,85,Right,1,30,3,21,73,Fair
222215,65,68,175,71,Right,3,850,1.3,65,65,Good
240829,67,76,180,75,Right,3,2.100.000,3.9,64,67,Good
242814,55,65,183,73,Left,2,220,1.3,41,70,Fair
244539,61,72,175,67,Right,3,650,1.7,71,37,Good
207858,68,68,175,79,Left,3,1.100.000,3.6,65,66,Good
246011,66,74,173,68,Right,4,1.700.000,4.5,70,60,Good
256912,61,74,180,76,Right,2,675,1.7,51,67,Good
194361,68,68,182,77,Right,2,525,4.4,62,77,Fair
199103,72,72,195,84,Right,1,675,8.3,31,71,Fair
220697,81,85,175,73,Right,4,33.500.000,70,84,49,Excellent
185120,68,68,184,78,Right,2,525,5.8,52,77,Fair
246441,67,67,175,68,Right,2,725,1.7,65,63,Good
144429,75,75,181,82,Left,3,1.900.000,26.5,76,67,Good
234284,70,70,186,82,Right,3,1.500.000,13,71,78,Good
252052,65,75,175,73,Left,2,1.400.000,4.7,70,56,Good
255797,52,72,175,70,Right,2,190,1.3,60,47,Good
244186,71,77,169,60,Right,3,2.700.000,6.7,72,56,Good
215023,60,60,183,81,Right,3,130,2.4,60,76,Good
222350,66,66,179,74,Left,3,800,3.6,66,61,Good
211060,70,70,180,78,Right,3,1.300.000,2.5,74,78,Good
233812,68,76,180,75,Left,2,2.300.000,6.7,63,67,Good
190772,70,70,183,77,Left,2,675,4,61,74,Good
146947,75,76,191,84,Left,3,6.000.000,19.5,76,82,Good
253213,69,76,182,76,Left,2,2.400.000,9.9,68,68,Good
200671,69,70,180,75,Right,3,1.200.000,3.6,67,69,Good
242402,63,69,180,75,Right,3,675,3.3,61,64,Good
199800,73,73,178,69,Left,3,2.000.000,16.5,72,71,Fair
240595,65,76,186,80,Right,1,1.300.000,5.8,19,53,Fair
235495,63,66,174,75,Right,2,525,4.1,58,68,Fair
231985,72,75,173,73,Right,2,2.500.000,5.3,69,64,Good
256441,56,70,172,67,Left,2,275,1.3,53,62,Fair
230697,60,66,178,73,Left,2,325,1.4,63,65,Good
237152,69,78,185,73,Left,3,2.800.000,2.5,72,68,Good
242052,66,74,178,70,Left,3,1.700.000,2.2,63,47,Good
245797,53,70,192,85,Right,1,200,1.3,10,58,Fair
233668,56,65,184,78,Right,1,250,1.3,17,53,Fair
236190,73,73,187,83,Right,2,2.800.000,13,68,79,Good
257483,60,70,183,79,Right,2,450,1.3,56,66,Good
193627,62,62,173,66,Right,2,350,1.6,60,52,Good
258776,56,73,180,70,Right,2,325,1.3,45,59,Fair
245847,53,64,184,68,Right,2,170,1.4,36,59,Fair
222583,65,71,180,75,Right,2,1.000.000,1.7,61,69,Good
244755,63,68,190,84,Left,2,550,1.4,48,79,Fair
210108,66,69,180,72,Right,3,1.000.000,3.7,66,63,Good
182036,59,59,188,82,Right,2,35,1.3,55,69,Fair
209329,74,77,188,82,Left,2,4.500.000,17.5,64,84,Good
222079,67,76,185,70,Right,3,2.100.000,21,74,68,Good
257179,62,75,186,80,Left,2,775,1.3,47,73,Fair
255144,61,74,183,74,Right,2,650,1.3,61,65,Fair
234457,71,78,176,70,Right,3,3.300.000,14,76,77,Good
193277,71,71,183,81,Left,1,1.100.000,9,30,66,Fair
251804,75,86,175,62,Right,4,10.500.000,45,77,56,Good
253839,59,67,178,70,Left,1,375,1.4,22,65,Fair
239635,67,78,180,72,Right,3,2.000.000,2.8,64,70,Good
258326,60,69,175,63,Left,2,500,2.2,53,61,Good
220414,77,78,183,76,Left,3,10.000.000,13,72,75,Excellent
222429,75,82,166,60,Right,3,9.500.000,15.5,73,31,Good
234007,67,67,183,78,Right,2,900,8.2,71,73,Excellent
257529,54,68,173,61,Right,2,220,3.4,51,35,Fair
256292,62,73,190,87,Right,2,800,2.9,62,82,Good
259167,54,63,188,72,Left,2,200,1.3,30,65,Fair
243993,73,73,189,87,Left,3,1.700.000,23,73,82,Excellent
247179,57,72,180,75,Right,2,350,1.6,61,62,Good
216526,65,68,185,83,Right,2,775,2,58,87,Good
223668,66,69,186,78,Left,2,900,3.1,60,73,Fair
226190,62,63,170,66,Left,2,375,2.1,58,67,Good
202135,72,73,181,80,Right,3,2.400.000,11,74,74,Excellent
254755,64,64,172,70,Right,2,450,3.2,56,57,Fair
200108,71,71,186,75,Left,3,1.500.000,11.5,69,63,Good
253090,63,66,188,83,Right,1,,,11,61,Fair
255847,57,71,182,75,Right,3,325,1.3,60,58,Good
251107,60,73,175,69,Left,3,550,2.9,62,47,Good
192466,63,63,179,78,Right,2,210,1.3,62,75,Fair
230414,72,72,174,70,Right,2,2.400.000,9.9,69,55,Good
219779,65,65,176,72,Right,3,700,1.4,60,71,Good
213374,76,76,192,84,Right,2,4.500.000,9.4,54,81,Good
208168,63,63,181,81,Right,3,350,1.9,64,64,Good
243839,52,67,193,79,Right,1,150,1.3,14,47,Fair
183277,88,88,175,74,Right,4,80.500.000,310,91,63,Excellent
240716,77,85,184,78,Left,3,20.000.000,20,73,75,Good
196976,61,61,188,78,Right,2,250,1.3,38,82,Fair
236939,66,70,186,79,Left,2,1.000.000,4,45,76,Fair
188968,67,67,180,79,Right,1,600,3.9,25,28,Fair
216463,69,76,176,72,Right,4,2.500.000,3,70,47,Good
254610,62,62,165,64,Left,2,275,2.5,61,38,Fair
255902,56,69,177,70,Right,3,300,1.3,61,48,Good
235303,68,77,188,67,Left,2,2.300.000,2.6,64,64,Fair
189695,65,65,178,66,Right,3,625,2.9,64,43,Good
251412,75,79,174,72,Right,2,7.000.000,16,70,69,Good
259022,62,83,180,76,Left,2,1.100.000,1.3,59,62,Good
212973,65,71,191,89,Left,1,825,1.3,18,68,Fair
216199,73,75,194,86,Right,2,3.100.000,15.5,60,83,Fair
245001,60,71,190,78,Right,2,500,1.3,56,65,Good
213661,79,84,187,82,Right,2,21.500.000,65,73,73,Fair
259188,68,73,186,75,Left,2,1.400.000,4.8,54,70,Fair
241941,72,79,184,83,Left,3,4.000.000,13.5,67,79,Fair
216033,73,73,190,90,Right,1,475,9.4,16,79,Fair
240653,64,74,170,61,Left,2,1.200.000,1.3,66,58,Good
183332,73,73,176,69,Right,4,1.700.000,15,78,50,Good
247196,57,57,175,64,Right,2,80,1.8,54,50,Fair
253585,54,62,183,76,Left,2,200,1.7,40,77,Fair
256787,54,65,174,70,Right,2,220,1.3,47,50,Fair
207622,70,71,193,90,Right,2,1.300.000,4.1,55,90,Good
251042,62,66,182,73,Left,2,475,1.4,58,74,Good
257895,50,64,179,73,Left,2,100,1.3,49,52,Good
245451,58,67,177,62,Left,2,375,1.3,45,49,Fair
222995,62,62,184,77,Left,2,325,1.3,62,74,Fair
186130,73,73,180,79,Right,2,1.900.000,19,63,77,Fair
241412,70,71,181,72,Left,3,1.700.000,12,67,68,Excellent
255001,58,77,179,70,Right,2,450,1.3,60,42,Good
206463,71,76,176,70,Left,3,2.500.000,7.6,74,59,Good
245902,66,85,185,72,Right,3,2.000.000,7.8,63,56,Good
258633,50,64,180,75,Right,2,100,1.3,52,54,Fair
182489,63,63,183,70,Right,1,140,1.5,25,49,Fair
258799,55,71,175,68,Right,1,250,1.3,12,53,Fair
246787,68,81,181,77,Right,3,2.600.000,29,72,61,Good
241042,68,84,178,70,Right,2,2.700.000,11.5,72,57,Good
255451,63,63,176,72,Right,2,375,3.1,61,52,Fair
257196,63,68,181,76,Right,2,600,1.3,61,62,Good
231340,78,85,175,70,Right,3,24.500.000,14,75,73,Good
251941,66,73,184,75,Right,2,1.500.000,2.2,66,66,Good
236485,58,67,191,88,Left,2,375,2.1,42,83,Fair
243585,60,82,189,78,Right,1,625,1.3,16,50,Fair
224841,69,76,182,75,Right,3,2.400.000,15,65,70,Good
167575,73,73,191,88,Left,1,,,20,64,Fair
212420,68,71,196,89,Left,2,1.300.000,9.4,54,93,Fair
239770,60,72,191,80,Right,2,525,1.9,44,73,Fair
238862,68,71,187,79,Right,2,1.300.000,3.1,52,72,Fair
258263,66,75,186,73,Left,2,1.700.000,3.3,71,66,Good
220785,72,72,188,81,Right,3,2.300.000,12,72,79,Excellent
227040,69,75,188,82,Right,2,2.000.000,3.9,63,90,Good
234396,81,89,181,72,Left,4,47.500.000,36,79,74,Good
255685,56,67,166,65,Right,2,275,1.3,52,43,Fair
201522,64,64,186,85,Right,2,450,1.3,57,78,Good
237943,64,67,188,80,Right,2,625,3.1,50,84,Fair
236651,64,70,186,79,Left,2,775,1.3,60,73,Fair
188600,73,74,178,77,Right,3,2.800.000,16.5,76,77,Excellent
149309,69,69,195,88,Right,1,30,7.8,21,65,Fair
252510,59,73,185,72,Right,2,500,1.3,60,57,Good
204370,70,70,180,74,Right,3,1.500.000,8.2,72,63,Excellent
218353,68,69,184,85,Right,2,1.000.000,6.3,49,80,Fair
205998,73,74,173,72,Right,3,2.800.000,16.5,72,70,Good
257712,64,74,181,70,Right,2,1.100.000,1.6,62,68,Good
215561,61,65,183,76,Right,3,375,1.5,54,67,Good
162409,73,73,173,72,Left,4,1.700.000,7.2,82,44,Excellent
226651,63,63,183,71,Right,2,450,1.3,63,66,Good
211522,70,72,186,76,Left,2,1.400.000,4.2,56,77,Fair
199912,73,73,179,76,Right,4,2.900.000,12,75,53,Good
164477,72,72,188,86,Right,3,1.300.000,18.5,72,83,Good
256553,50,66,173,71,Right,2,110,1.5,50,48,Fair
230785,54,62,175,70,Right,2,220,1.3,51,54,Good
237040,67,75,190,92,Left,2,1.900.000,3.4,54,75,Good
224396,76,78,187,92,Right,2,6.500.000,7.8,63,93,Fair
247712,57,65,186,80,Right,1,300,1.3,15,60,Fair
184273,67,67,174,70,Left,3,775,4,68,70,Excellent
246800,59,73,183,69,Right,2,500,1.3,64,57,Good
215998,81,81,182,70,Left,4,22.000.000,22.5,81,70,Excellent
253301,62,62,180,80,Right,2,375,3.1,64,63,Good
140082,73,73,187,80,Right,1,70,13.5,23,49,Fair
176919,79,79,193,94,Right,1,2.700.000,35,29,82,Fair
237410,70,78,183,79,Left,3,3.100.000,5.4,71,82,Excellent
184789,71,71,193,93,Right,3,1.300.000,16,73,87,Good
214665,72,73,174,68,Left,3,2.400.000,13.5,75,61,Excellent
183559,67,67,179,79,Right,2,675,4,63,67,Fair
226714,65,65,178,73,Right,3,675,2.2,65,57,Good
239818,81,87,187,82,Right,2,33.500.000,95,62,80,Fair
227806,66,74,184,62,Right,3,1.700.000,9.4,67,67,Good
252906,56,66,185,70,Right,2,275,1.3,50,64,Fair
253614,65,65,173,70,Right,2,550,3.8,62,68,Fair
251629,61,74,189,80,Right,3,725,1.8,60,76,Good
237555,69,71,188,74,Right,3,1.500.000,9.4,70,65,Good
230290,62,62,187,82,Right,2,400,1.9,57,80,Good
248058,61,68,179,68,Right,3,600,1.5,59,66,Good
245390,64,74,173,63,Right,3,1.100.000,1.3,66,57,Fair
240468,62,76,173,64,Left,3,850,1.9,64,35,Good
240192,60,66,194,86,Left,1,300,1.3,15,63,Fair
184336,67,67,185,77,Left,2,725,3,71,62,Excellent
211037,69,70,179,74,Left,3,1.200.000,4.1,68,73,Good
231878,68,72,193,93,Right,1,1.200.000,2.3,22,58,Fair
254581,58,61,183,78,Right,2,220,1.3,51,68,Good
189857,74,74,175,67,Left,3,3.700.000,22.5,70,72,Excellent
201467,62,62,188,85,Right,2,170,1.3,42,87,Fair
229818,67,72,187,77,Right,2,1.300.000,4.2,52,72,Fair
241629,70,79,178,70,Left,3,3.100.000,11.5,72,54,Good
242906,58,64,173,77,Right,3,300,1.3,63,58,Good
258408,54,64,179,69,Right,2,220,1.9,56,39,Good
246416,65,82,180,75,Right,3,1.600.000,1.3,68,56,Good
218646,57,62,178,70,Right,2,220,2.5,59,62,Good
236344,67,79,178,64,Right,2,2.200.000,11,70,56,Good
254978,54,64,191,79,Right,1,190,1.3,13,61,Fair
257657,58,58,183,76,Right,2,150,1.3,41,68,Fair
243244,70,73,183,78,Right,2,1.800.000,11,58,74,Good
241279,56,69,178,75,Right,2,325,1.3,55,41,Good
241783,69,75,191,81,Right,3,2.000.000,3.3,73,72,Good
240891,64,70,172,67,Left,3,825,1.3,65,42,Good
199504,72,72,172,72,Right,3,1.800.000,11,67,76,Excellent
235991,61,74,184,78,Right,2,725,2.2,59,64,Good
234683,66,80,185,80,Left,3,1.900.000,11,68,71,Good
233146,69,69,178,75,Left,3,1.200.000,5.4,64,71,Good
241853,58,67,183,75,Right,2,400,1.3,53,61,Good
183220,70,70,180,77,Right,3,1.300.000,13,74,66,Excellent
247084,63,75,175,70,Right,3,1.100.000,1.3,64,59,Good
169479,66,66,187,86,Right,2,525,3.1,61,83,Good
248371,57,72,183,75,Right,2,350,1.5,61,57,Good
253497,63,76,193,94,Right,1,850,1.3,16,66,Fair
229662,64,64,198,95,Right,1,350,1.3,19,75,Fair
256695,65,65,182,72,Right,3,575,4,60,63,Good
229398,64,73,170,67,Right,3,1.200.000,2.8,62,35,Good
237386,62,72,177,70,Left,2,800,7.8,64,63,Good
230443,70,70,184,82,Right,2,1.400.000,4.7,61,79,Good
238073,58,68,183,79,Right,2,375,1.3,36,64,Fair
213323,67,69,188,82,Right,2,900,5.5,60,76,Fair
245543,66,71,180,79,Right,2,1.200.000,6,65,71,Good
242286,57,66,182,79,Right,2,325,1.9,57,62,Good
240311,66,75,183,78,Right,1,1.500.000,1.4,14,50,Fair
254702,61,69,186,80,Right,2,600,2.1,60,65,Fair
202162,67,67,183,77,Right,2,625,2.5,54,77,Good
219684,67,70,175,71,Left,3,1.200.000,3.5,68,60,Good
255810,59,70,171,59,Right,2,400,1.3,61,35,Fair
251500,63,63,185,77,Right,3,375,1.3,61,73,Good
105308,67,67,181,88,Left,1,900,2.2,25,62,Fair
259130,59,69,191,80,Left,2,450,1.5,61,70,Good
208095,62,62,175,65,Right,3,375,1.3,65,34,Good
246695,59,75,190,80,Right,2,500,1.3,42,80,Fair
241150,66,79,183,80,Right,3,1.700.000,4.4,68,72,Good
217730,67,67,183,78,Right,2,800,5.8,58,72,Good
233795,67,77,188,75,Right,3,2.100.000,10.5,65,68,Good
255543,55,69,170,63,Right,2,275,1.3,56,30,Good
193220,67,67,194,85,Right,2,625,3.5,53,89,Fair
224953,66,74,194,87,Right,1,1.400.000,1.3,17,73,Fair
243497,68,81,188,85,Right,2,2.400.000,7,65,79,Good
212532,57,57,176,67,Left,2,140,1.3,54,58,Good
239662,59,66,175,72,Right,3,400,1.3,60,47,Good
238970,63,64,179,76,Right,2,500,1.3,64,64,Good
152729,86,86,194,85,Right,2,29.000.000,200,80,87,Good
258371,67,73,174,70,Left,2,1.300.000,2.7,58,66,Fair
241500,67,67,175,77,Left,3,1.000.000,5.2,65,73,Good
177934,69,69,174,68,Left,3,1.000.000,7.7,69,52,Good
206571,70,71,180,71,Left,3,1.700.000,5.1,74,65,Excellent
245810,66,76,180,80,Right,2,1.600.000,3.5,60,83,Fair
258721,56,72,173,67,Right,2,325,1.3,61,42,Good
157481,82,82,187,74,Right,2,9.000.000,37,71,81,Good
251916,63,78,185,76,Left,3,1.100.000,2.9,67,68,Good
143587,71,71,173,78,Right,3,550,8,81,58,Excellent
244217,54,66,174,71,Left,2,220,1.3,55,42,Good
199768,64,66,180,76,Right,3,650,2.6,70,64,Good
255406,61,74,183,75,Right,2,650,1.3,48,61,Fair
231747,90,95,178,73,Right,5,167.000.000,145,90,76,Excellent
230855,68,71,189,85,Right,3,1.300.000,6.6,56,79,Fair
199338,63,63,185,80,Right,2,425,2.1,63,74,Good
247968,70,70,176,71,Right,2,1.100.000,4.7,61,74,Good
258664,48,66,175,70,Right,1,90,1.3,40,38,Fair
244647,63,72,173,65,Left,3,1.000.000,4.3,64,36,Good
241445,68,77,178,68,Right,2,2.300.000,8.4,61,58,Fair
243478,67,80,176,60,Left,3,2.200.000,1.9,74,53,Good
252793,61,82,188,72,Right,2,900,3.6,58,59,Fair
233280,64,65,175,71,Left,2,550,1.3,62,62,Fair
190549,73,74,187,80,Right,3,2.800.000,5.8,73,76,Excellent
251015,64,71,191,83,Right,2,1.000.000,2.2,47,82,Fair
230506,69,72,174,69,Left,3,1.700.000,6.4,71,52,Excellent
245406,61,70,180,72,Right,3,625,1.3,56,68,Fair
224115,65,68,180,77,Right,2,775,2.2,60,65,Good
240604,61,71,173,68,Right,2,625,6.5,57,55,Fair
235704,57,65,185,76,Left,2,325,1.3,42,68,Fair
237739,69,73,183,74,Right,2,1.600.000,2.5,67,73,Good
219391,77,80,182,76,Right,3,11.000.000,43,74,71,Good
254217,59,60,185,70,Right,2,250,2.6,59,83,Good
202477,80,81,177,73,Right,4,22.500.000,22.5,84,67,Excellent
229727,66,75,186,79,Right,2,1.600.000,5.7,47,75,Fair
234816,68,68,186,79,Right,2,750,3.1,61,85,Good
177522,70,70,172,62,Right,4,575,4.1,67,76,Good
251445,66,74,178,66,Right,2,1.700.000,2.4,70,40,Good
226578,64,65,169,60,Right,3,625,2.3,62,33,Good
259075,64,80,168,62,Right,3,1.300.000,1.3,61,44,Good
243881,63,66,178,81,Right,3,550,1.3,64,71,Good
242793,59,68,177,80,Left,2,425,2.2,42,63,Fair
186537,79,79,186,76,Right,4,10.000.000,14,75,80,Excellent
245056,60,67,198,86,Right,1,375,1.3,15,54,Fair
178287,70,70,179,80,Right,3,1.200.000,24,72,70,Good
254647,51,69,170,59,Right,2,130,1.3,50,43,Good
253182,66,73,175,68,Right,2,1.400.000,4.7,68,37,Fair
257968,48,53,187,79,Right,2,60,1.3,29,62,Fair
189338,74,74,174,63,Right,4,3.700.000,15,72,64,Good
248664,51,64,188,78,Right,1,110,1.3,14,59,Fair
235354,58,69,193,94,Right,1,350,1.3,18,58,Fair
232185,64,73,181,68,Right,3,1.200.000,2.4,61,63,Good
228971,67,67,188,78,Right,2,425,2.4,63,73,Good
202533,66,67,167,74,Right,2,800,3.1,61,66,Good
226596,57,65,184,78,Right,2,325,3,62,65,Good
241852,81,88,170,67,Left,4,46.000.000,49,80,44,Good
238588,62,62,187,82,Right,1,40,1.3,17,39,Fair
240740,74,86,178,79,Right,4,9.000.000,36,80,60,Good
242287,70,82,177,75,Left,3,3.400.000,5.6,72,68,Good
238072,73,79,188,91,Right,3,4.300.000,25,74,90,Good
213322,64,64,196,79,Right,3,525,1.4,64,82,Good
223794,69,70,176,64,Right,3,1.400.000,12,71,70,Good
251151,62,76,178,70,Right,2,825,2.1,60,62,Good
256694,62,67,184,77,Right,2,500,1.3,64,65,Fair
230442,78,78,187,85,Right,2,14.500.000,15,70,79,Excellent
237387,56,68,176,70,Right,2,325,1.3,61,47,Good
254703,61,69,174,72,Left,2,625,2.1,61,62,Fair
248720,53,70,181,74,Right,2,210,1.3,45,50,Fair
255811,57,71,175,70,Right,1,300,1.3,13,30,Fair
221603,61,61,188,85,Right,3,275,1.3,67,78,Good
165908,63,63,181,79,Right,2,170,1.3,61,69,Good
259131,51,66,178,64,Left,2,130,1.3,55,43,Good
49161,69,69,183,81,Left,2,220,4,56,71,Good
251501,64,72,180,70,Right,2,1.100.000,1.3,63,56,Good
233794,66,75,174,70,Left,3,1.700.000,9.4,72,32,Excellent
228072,61,61,181,76,Right,2,300,1.9,60,59,Good
216823,65,68,196,88,Right,2,850,1.3,56,85,Good
217731,73,77,175,71,Right,3,4.000.000,16,78,66,Excellent
246694,52,59,182,80,Right,2,130,1.3,44,55,Fair
258370,72,83,190,85,Right,2,4.400.000,7.3,68,75,Good
238971,65,70,178,71,Left,3,900,1.7,70,58,Good
222185,54,58,180,70,Right,2,130,1.5,48,68,Fair
257085,52,66,188,73,Right,1,150,1.3,16,47,Fair
251852,69,87,177,68,Left,4,3.200.000,4.9,73,56,Good
241501,71,71,167,68,Right,3,1.400.000,9.9,64,41,Good
244703,65,65,179,75,Right,2,550,3.3,64,53,Fair
188197,72,72,186,86,Right,3,1.300.000,9.9,71,86,Excellent
212476,73,75,178,74,Right,3,3.300.000,6.6,77,55,Excellent
184858,76,76,187,72,Right,3,6.000.000,13.5,73,81,Excellent
227738,65,69,191,88,Right,2,825,1.3,48,86,Fair
199769,69,70,180,78,Right,3,1.400.000,11,69,71,Good
225705,63,63,176,81,Right,2,350,2.9,61,64,Good
206065,67,70,191,81,Right,1,900,3.3,22,62,Fair
173130,69,69,175,66,Right,3,1.000.000,12.5,73,49,Good
251917,58,63,182,80,Left,2,250,1.9,55,69,Fair
247969,66,66,172,65,Right,2,650,2.4,53,62,Good
199339,72,72,186,83,Right,1,1.100.000,9,47,63,Fair
232869,73,75,182,76,Right,2,2.900.000,9,57,74,Good
206435,70,70,185,72,Right,3,,,68,79,Good
203637,67,67,175,69,Right,4,900,5.9,73,61,Good
200918,69,69,181,70,Right,3,1.300.000,12.5,73,61,Good
236579,65,72,195,78,Right,2,1.200.000,1.3,48,78,Fair
202925,60,63,180,75,Right,2,300,1.3,62,63,Good
233281,63,66,175,70,Right,2,525,1.3,57,67,Fair
238137,70,70,171,69,Right,2,1.300.000,4.6,65,64,Fair
198178,66,66,180,74,Right,2,625,1.3,62,72,Fair
226129,68,74,190,78,Right,2,1.500.000,6,68,67,Fair
208581,68,74,176,70,Right,4,1.700.000,2,69,66,Good
192575,73,73,173,71,Right,3,2.700.000,20,73,59,Excellent
230507,74,74,187,81,Right,3,3.900.000,20.5,75,79,Excellent
228834,64,72,174,69,Right,2,1.100.000,1.3,62,66,Fair
197777,72,72,181,75,Right,3,1.900.000,24,72,68,Excellent
234817,67,78,187,81,Right,2,1.900.000,3.9,57,73,Fair
254216,62,68,164,64,Right,3,575,2.4,58,67,Good
